symbol,sumOpenInterest,sumOpenInterestValue,CMCCirculatingSupply,timestamp
BTCUSDT,94737.463,6215230203.684052,20003043.00000000,2026-03-27 18:00:00
BTCUSDT,94584.384,6224553211.423739,20003043.00000000,2026-03-27 19:00:00
BTCUSDT,94901.647,6264552620.117,20003043.00000000,2026-03-27 20:00:00
BTCUSDT,95034.487,6270783873.986181,20003043.00000000,2026-03-27 21:00:00
BTCUSDT,95130.787,6282490239.91495,20003043.00000000,2026-03-27 22:00:00
BTCUSDT,95224.998,6283064845.050952,20003043.00000000,2026-03-27 23:00:00
BTCUSDT,95177.686,6316390989.2412,20003043.00000000,2026-03-28 00:00:00
BTCUSDT,95245.65,6323349178.935,20003043.00000000,2026-03-28 01:00:00
BTCUSDT,94993.728,6282609688.1088,20003043.00000000,2026-03-28 02:00:00
BTCUSDT,95125.608,6280202152.7208,20005753.00000000,2026-03-28 03:00:00
